# time x y z qx qy qz qw
1785982572.259999990 -0.076623683 -0.038584572 -0.044004995 -0.014727546 0.004013673 0.057029626 0.998255785
1785982572.269999981 -0.076714980 -0.038560838 -0.043873567 -0.014770079 0.004001488 0.057169873 0.998247183
1785982572.279999971 -0.076798269 -0.038512966 -0.043764362 -0.014812835 0.004021795 0.057264416 0.998241049
1785982572.289999962 -0.076880798 -0.038441651 -0.043670411 -0.014893633 0.004049239 0.057450533 0.998229042
1785982572.299999952 -0.076955224 -0.038350255 -0.043587318 -0.014929642 0.004059170 0.057630408 0.998218095
1785982572.309999943 -0.077012975 -0.038252893 -0.043502041 -0.015022469 0.004018297 0.057757290 0.998209534
1785982572.319999933 -0.077062531 -0.038153856 -0.043409386 -0.015140239 0.004047816 0.057943077 0.998196868
1785982572.329999924 -0.077111514 -0.038062805 -0.043318483 -0.015173426 0.004082966 0.058113698 0.998186303
1785982572.339999914 -0.077168144 -0.037984624 -0.043233818 -0.015221817 0.004075594 0.058254473 0.998177390
1785982572.349999905 -0.077232188 -0.037916777 -0.043202929 -0.015269558 0.004086719 0.058430873 0.998166305
1785982572.359999895 -0.077304738 -0.037867000 -0.043301068 -0.015379236 0.004087132 0.058569421 0.998156499
1785982572.369999886 -0.077388684 -0.037843401 -0.043499464 -0.015497933 0.004115779 0.058756277 0.998143564
1785982572.380000114 -0.077473900 -0.037840856 -0.043729312 -0.015574794 0.004139125 0.058809631 0.998139129
1785982572.390000105 -0.077553488 -0.037861757 -0.043970533 -0.015646528 0.004122995 0.058971236 0.998128539
1785982572.400000095 -0.077612387 -0.037915512 -0.044200030 -0.015722829 0.004102327 0.059085673 0.998120657
1785982572.410000086 -0.077630206 -0.038000083 -0.044406177 -0.015817074 0.004111655 0.059277618 0.998107749
1785982572.420000076 -0.077610874 -0.038122520 -0.044599292 -0.015978899 0.004124717 0.059484243 0.998092825
1785982572.430000067 -0.077573717 -0.038288483 -0.044798765 -0.016068579 0.004151619 0.059634287 0.998082320
